SHH_beta	Group4_gamma	SHH_delta	Group3_beta	SHH_alpha	WNT_beta	SHH_gamma	Group3_gamma	Group4_beta	Group3_alpha	Group4_alpha	WNT_alpha
Ptpn5	6.93641339	7.66899203782	6.33477339326	6.14274742943	5.87841842811	5.44067312862	6.71732054849	5.4820012462	8.37575642933	5.73602278191	7.64662633979	5.2957901112
Cttnbp2	7.44867286583	9.5200340169	7.44370985721	6.39313567124	6.5653137502	4.77645686367	7.21027284551	5.82496466275	8.75036198569	7.31491123888	9.64535864002	4.84528008588
Sh3bp5	7.85847101857	8.8171453513	7.69546083095	8.42534020684	7.47982022817	6.9732380319	7.90387984209	7.8285517491	9.06918250618	7.0612010417	8.56602798147	6.82819802173
Syndig1l	4.39369527951	5.50122090737	5.06825856803	5.10768550414	4.46214832498	4.76705338938	4.48339760374	4.80910678555	4.76644503106	4.763786549	4.98343540352	4.88000008212
Krt222	3.61664665154	5.85314737456	3.60520942824	4.49316890554	3.52877304632	3.61587655052	3.75647815923	3.79263382918	4.97667949622	4.12091633627	4.09335924398	3.6028875458
Dgkb	7.71279562391	8.61367050281	5.28873148892	8.33325789538	5.64819163965	7.90801161033	7.00839251406	7.93856194593	8.47097053959	8.22090422813	9.03936497846	8.48823654259
Cntn1	9.4638760326	11.1264074634	7.8093343437	10.0527778515	8.05447752292	5.76042793576	10.2108707281	9.2629541419	9.67442911259	10.604698019	10.2808647178	6.38153460384
Dok6	6.9569402718	8.96376020202	5.59424343375	9.72726957792	5.60246548591	5.98872584486	6.81414297883	8.92103438773	8.48848691671	9.4426977507	8.82607400819	6.87155932473
Zfp804a	7.78521265963	9.29170464709	5.25109489364	8.76591342054	6.74396188734	4.42652514929	7.39992606343	6.92607839452	9.49687955226	8.10526768348	9.63218692819	4.46254585739
Tnik	8.97989674491	10.6285506662	8.60416575274	10.5635482739	7.95934457794	8.10830852714	9.16050452306	9.86893914695	10.742193943	9.34133342581	10.2634584087	9.20613674788
Neto2	9.15747355549	10.1472661519	8.08292437034	10.3130125681	8.70986080072	9.78825230219	9.59496676955	9.48208684935	10.7754547727	8.72453376761	10.5435619345	9.79756594765
Fhdc1	5.51779014851	8.9581369477	4.61717699145	6.81112960532	5.22922702328	5.70943263062	6.44372763064	5.8101561706	7.01532058761	5.66451001303	8.19499207801	5.27429128206
Fibcd1	5.88462020629	6.83992029889	5.83566219409	6.00809077841	5.7570632548	6.02236917133	5.76405726921	5.72961011355	6.41743846978	5.94471213855	6.66566865081	5.71559147592
Lmx1a	5.31491017846	8.71822681839	5.36293639459	5.90372316027	5.28341721865	5.32229867224	5.26648425285	5.64125789518	8.89416215979	7.67673219272	8.72069314958	5.31163239845
Gpr153	6.3058341244	7.11154697803	6.17378973341	6.893152656	6.19274924425	6.39070538195	6.39166412894	6.74002576105	7.13508279931	6.66640696582	7.22567960552	6.11214572316
Fgf13	5.36656781737	5.86767619801	5.20992875283	6.41269750524	5.31523031143	5.36061476414	5.21249494762	5.72737517423	6.13891086217	5.40035584658	6.1710433061	5.08315456708
Rnd2	6.14814847157	8.32672444527	6.54532139397	7.45423727686	6.53055663298	7.1240758779	6.67570869406	7.3816030233	8.29805214328	6.66896449184	8.80102969453	7.43709479149
Smoc1	7.8953733266	9.83584117051	7.34118611289	9.3947384653	7.59899212502	8.97262209824	7.68643440026	8.7994635017	10.5565686494	7.65297642637	9.68698733271	8.72672899878
Ass1	7.15295743611	10.1385750134	6.57143527474	10.6774445398	6.78257131105	9.24914452362	8.23283704864	9.88058405285	9.6717640571	10.1732200666	10.3813513458	8.95369500492
Asic1	9.65290902349	9.96276620234	7.87972791633	9.29907056741	7.8607496556	8.53755094362	8.92912203153	9.07639006492	10.105487555	9.11836467048	9.90806845361	8.92440861027
Mpp3	6.70808349446	9.12183026413	6.44125758516	8.61716840986	6.23525496326	6.20344283314	7.54674867753	8.07897926048	10.5524604051	8.2075655167	10.0222148634	5.84432089496
Ephb6	5.89165088177	6.90584307694	6.34860461595	7.72671933638	6.02638026763	7.52152023233	6.33785597547	7.71596079908	6.90376079285	7.06306204796	7.47235300982	9.282428523
Kcnip2	6.6566897194	8.29917503576	6.60199406311	7.90497041119	6.39314725226	7.31894663881	7.63419435245	7.49659267505	7.59855645658	8.15541438797	7.29560905893	6.82503920918
Tal1	4.89052120283	6.0241579419	5.10915701189	4.82980489681	4.93147293983	4.85067072967	4.85640547391	5.00207790695	5.31105875782	5.1528912469	6.22989900407	4.84153832818
Itga2b	5.85576069654	7.32440579211	5.74907710429	6.00034822619	5.64922922071	5.624468113	5.70938733028	6.01053086973	7.08236686049	6.05057439401	6.69518562778	5.46548184898
Rnd1	5.29348051946	6.94427329804	5.27326338613	6.06472426397	5.35574665968	5.24673652629	5.62870441723	5.49541788523	7.52971565128	5.64366473412	6.90519241318	5.13212130798
Pde4b	6.38701245186	8.34593400287	5.95588423143	7.89743859719	6.39120497255	6.51877882676	8.05685598936	6.89235512965	9.21949280757	6.87861860834	7.94829883896	6.99820546027
Synj2	5.9665875222	7.56304909697	5.33574727059	6.08313253432	5.42995995172	5.824799514	6.46325380817	5.93031776753	7.40627429525	5.6563478321	7.74511457019	5.9407317978
Slc24a2	6.91465834743	9.02286622809	7.3456337012	8.18564872232	8.11237237958	9.21778872057	8.23075962457	7.01874966108	10.2955353149	6.46280229957	10.0658235984	9.85093625847
Dync1i1	7.21777714714	9.71715649917	7.53231769497	8.51492892478	7.25491714178	7.49749004495	8.85676118147	6.90305304687	10.1485997492	8.77325086166	10.3710756918	8.03687602188
Efna3	6.71013420637	7.41369983027	6.96621851612	7.92953177111	6.66801681206	7.56327200086	6.35858367021	6.80206302702	7.68477231497	6.92685383175	7.59294727137	7.62988237051
Spon1	8.03758364223	9.50439334393	7.57426603374	8.89447837559	7.87654413949	6.895195471	8.96582058189	8.45067609473	8.80524335629	8.27930209328	8.55777494579	6.58563459916
Ntf3	6.64022163917	8.28268503167	6.48177915126	7.81676346716	6.10543356874	6.70810841814	6.73025614768	7.67188944462	8.14526837165	6.79125206719	8.07302208321	5.86877976635
Ralyl	5.45284883834	9.26453057487	6.03347033668	8.47849930514	7.02965246958	4.98610402381	7.76444899077	5.94025844155	9.78356560179	8.40285236163	10.3715281611	4.37827377702
Lrrc4	6.86704191414	7.91284681676	6.21957665293	7.395330742	6.05162850318	6.27459865586	6.70358800123	6.72698590128	8.00225440305	7.66885610048	8.21275132068	6.22822718357
Camsap3	6.82537910786	8.50280756666	6.03615126708	8.4050912323	6.44489156	6.24760213652	7.43354466681	8.12787420302	8.53994145872	8.1217309247	8.54050119611	6.00970418394
Rogdi	8.60111333791	9.48853482905	8.07383416159	8.73353300908	7.9053782016	8.82573517281	8.95217297336	7.8259487536	9.98297788861	8.98725831743	9.31922566971	8.78572729424
Abcc8	7.07371107491	9.63938154856	7.26555900989	8.63315566308	6.80892318015	9.2777500561	7.94527159983	8.53236020498	9.43547217845	7.88781319942	8.75884677078	9.33765845247
Nos1ap	6.45702145306	7.95958240271	6.12360912496	7.72701687803	6.30666712414	6.81596354029	6.93532588698	8.1318755753	7.23432570428	7.67099822201	7.25093635156	6.58028042412
Mtus1	6.06787087	6.99004553624	5.61099152678	6.29888609389	6.17717240277	6.09912784719	6.66927706549	5.88695445628	7.29212861315	6.56518761907	7.01048062676	6.30835687373
Chn2	7.94163380303	11.0105173478	7.11893845884	9.45574945516	7.51136072148	9.32262450433	9.26733801081	9.72857323	11.3850068395	10.6310119363	10.4607901813	9.3128942019
C1qtnf4	6.5058897208	7.36172326892	5.97923315636	7.54621904622	5.92939397725	5.92797831714	6.54610379202	6.78791516063	7.33565930072	7.75121240576	7.31946677665	5.89537630394
Wipf3	5.69024359903	7.13026781969	5.38332256207	6.15969926276	5.43911813057	6.34473576338	5.92269361523	6.0987424139	6.9566359025	6.81626360954	7.00478012732	6.11584252104
Ptprz1	6.79451998786	9.78267717383	5.49738993379	8.83567357895	5.88421351926	6.46633685562	8.03884016626	8.27790257647	9.05665930372	9.81990988888	9.1562387157	7.54109484467
Cacna2d3	6.71716578737	6.97955296097	6.03869805453	8.29176225449	6.07916584317	8.18657016967	6.21420681972	7.72472143505	8.09846597312	6.64471539854	8.05991532888	7.45180696631
Mpped1	6.15118464994	7.08858931072	6.71687423471	7.51568641543	6.49618894169	6.69249980862	6.22736353517	6.99865784223	8.30008014957	6.62577587267	8.25943362492	6.57368667486
Hpca	6.4267076154	9.57291586688	7.34804112871	9.79824012297	7.07580120345	7.97428079371	7.5109526676	10.1452152233	10.1791829479	8.57631071418	9.99783797612	8.00683328151
Tmem54	5.95106966571	7.17897660523	6.87038734313	7.2327043377	6.77569685054	7.11849529519	6.38490461383	7.35074941252	7.63484570116	7.1010159586	7.3881073248	7.04884661414
Spata20	6.8703847706	8.55218558211	6.48229994828	8.21817610781	6.55837367003	7.8603326051	7.06723623013	8.09594786	8.23729016306	8.2010164963	8.21465956918	7.7358241859
Pdxk	5.96890006729	6.83186452743	5.55308837638	7.09967669943	5.76424470008	6.46505590443	6.456559285	6.63662626915	6.3735932276	6.46655420678	6.91386100707	6.62605470033
Slc13a3	5.70524669	7.92638974606	5.16590786707	7.54333002935	5.13248902235	7.91585545138	5.37150760615	6.98657675892	6.41898871482	6.58586049909	7.37138323421	8.22062834194
H2afj	5.55651098077	6.91433970845	4.99617210447	5.84080203608	5.45564002638	5.34447150138	5.69248825772	5.94042638998	7.15031703461	6.54927772866	6.71172685065	5.56789993198
Csdc2	6.26775971663	6.31150111065	5.9994886382	6.44788832584	5.81542565732	6.18855233238	6.57020853245	5.96556385103	6.6635254994	5.88596936766	6.53172850985	6.25061916378
Hsf4	8.24160561494	8.44368837916	8.48138208216	8.14539300178	7.47951216762	7.98994374357	7.80106245517	8.18411079945	8.00199196495	7.49976090325	7.68901305514	8.30620355053
Bricd5	6.92764596474	7.3371665752	6.76282181254	6.98034652727	6.64941412288	6.98969455714	7.17109814147	6.7858495025	7.14073045963	7.27320405945	7.19972782559	6.89070371845
Ppp1r1a	6.49136994137	7.90355376997	6.55017293754	6.93015253505	6.38623047882	6.83500979143	7.35257622553	6.68090691325	7.99230059949	6.47477889009	7.81305312784	6.76724175251
Upp1	5.01845014057	5.45005668622	4.91650859932	4.81987561522	5.02437836651	4.90048631948	5.59948247191	4.96197100805	5.32685264417	5.27689342573	5.49728025731	4.90238984933
Lmf1	7.14693306546	7.92249702309	7.31484757684	7.41103653392	6.99524696166	7.14971293905	7.73823551549	7.70298755862	7.65920383929	7.04214121297	7.55124739376	7.50290255694
Chchd10	7.2412160682	7.52937808967	7.37979125288	7.21658927103	7.40629521689	7.41058677567	7.30619944745	7.3963834573	7.19615772006	7.32584898613	7.35430472753	7.37697180578
Ybx2	6.53030128446	6.96534413837	6.6611542987	6.60942704362	6.59044132828	6.73478266167	6.63277928477	6.56053223782	6.69267376509	6.70307474631	6.76735533198	6.50257247739
Syt5	6.59274533397	6.64660442861	6.45711183879	6.74438741286	6.32979349877	6.84338568248	6.56968798849	6.1440287788	6.55017308017	6.0422248291	7.10680685665	6.64979998669
Ces4a	5.93349424957	7.63380030102	5.63494418513	7.02343055586	5.64406452685	5.57994107852	7.23065519838	6.75974341905	8.22812107672	7.05961543757	6.80248957739	5.537007298
Col11a2	5.82617953529	6.04991065669	5.92934394974	5.85518671197	5.81557686458	5.80419039419	5.96051838694	5.8332275047	5.98161369641	5.98984154858	5.89172216863	5.69795693794
Adgrb2	7.09750188843	8.38345260863	7.52170800553	8.35342390514	7.24312968711	7.71340034752	7.9361676947	8.00373319765	7.95209484519	7.58052900199	8.05151039095	8.09682609108
Ly6h	5.94725816377	6.00008104257	5.91758644996	6.07650232168	5.91434087408	5.90353896052	6.03107815491	6.0471773154	5.96983121322	5.8965408827	6.05272188347	5.80466846896
Pcsk1n	7.98649226926	7.8649074823	7.91956104755	7.48139210414	7.57733877095	8.14028293486	8.19531619004	7.11165942365	8.10518595998	7.33632990607	8.09119033511	8.18743257714
Slc1a6	5.46011508437	6.41070174527	5.15926419803	5.17473216362	5.62372091545	5.07599517929	6.2979208237	5.14313087403	5.5639540696	5.17409895472	5.82127173156	5.05108934682
Crym	5.10887762771	5.26416457434	5.13114851229	5.45854813968	5.04898820812	5.4154291621	6.34029591385	5.11291795345	5.39498050246	5.06731559396	5.65780399338	5.36346772906
Hpcal4	4.76826804394	5.08610777174	4.55625664666	5.20543330792	4.63892404051	4.55815589386	5.50013186102	4.70224413603	5.25029834299	4.80184360842	5.12850349266	4.50772620273
Sirpa	6.14219076174	6.66807645364	6.62628481346	5.64115864676	6.06669877057	6.08133368162	7.1810341987	5.62324803315	6.91947701176	5.86013217352	6.36109188937	6.22393197569
Clu	8.28429160254	9.72818991354	9.27441117557	9.40989062773	9.13370457295	10.9443958464	10.3961108273	9.44315437773	9.8244075276	8.95724538325	9.85571738159	11.0352850964
Mlc1	6.37961884946	6.89411482214	6.27943004554	6.89664406043	6.27881585163	6.61180830905	7.41959352785	6.7841661979	7.04174965113	6.56511776657	6.89625325593	6.959055524
Prrt1	5.51628754806	6.23702482129	5.94925165001	5.81355461027	5.64200490325	6.43992005138	6.49938281887	5.77498030513	5.77251772919	5.9702805781	6.11762783253	6.03145199088
Sncg	6.00672638289	5.97805937929	6.09890621693	5.97249253154	6.06186684592	6.01027838724	6.13364352845	5.9536953961	6.03067743919	5.97573794451	6.04572256723	6.01657173745
Aifm3	4.38782011926	4.61163362597	4.5128782308	4.64012191114	4.45274947291	4.64545621957	4.83820939783	4.58109855	4.55135286611	4.74374333936	4.63256710251	4.61858931531
Sowaha	5.2822794912	5.54078998446	5.28925646813	5.45401244003	5.25947227602	5.30487565724	5.5792666853	5.42032141715	5.62722539767	5.35862889009	5.50297624808	5.2871670192
Ldlrap1	5.72136842634	5.93137336612	5.46314562317	5.2168677887	5.62839185915	7.20523950024	6.74292322787	5.24351492383	6.12219379253	5.12964714825	5.71468942317	7.57869014453
Gstm4	7.39778025206	7.33388868215	8.09056737195	7.20123164846	7.72923392317	7.74488949329	8.17570242972	7.22493561868	7.01318469125	7.82666071304	7.25236353817	7.61473772047
Itm2c	8.25502751129	9.35831483626	7.94408443238	9.00895515532	8.11296756638	8.68795943933	8.61794617602	9.33782877627	9.30826602483	9.51139342588	9.25024022241	9.36890266831
Pllp	6.36718909309	6.75886288108	6.46639994643	6.69439987838	6.6410676446	6.19312269071	6.95748955051	6.62590375	6.779264806	6.51433286181	6.70499575798	6.51185708402
Ermn	3.62311791423	3.89036202	3.75968531817	3.96784270943	3.73749132934	3.9780770249	4.10383159415	3.90399664698	3.89208926203	3.71697409063	3.9855320589	4.11905855051
Rgcc	7.29719229897	7.25836483044	6.78244926062	7.14750217157	7.35489409657	7.26627002571	7.76987041964	7.54749379967	7.12663969872	7.27695544004	7.32990863697	7.44131035263
S100a1	3.88031896071	4.08671755493	3.96086429441	4.02493622924	4.01763299978	4.35140346457	4.0407959614	4.08184328602	4.07454054857	4.13851606724	4.07484828548	4.1715797129
Gas6	7.17892642269	6.51576810473	6.19763027954	6.06788587673	6.45596925449	7.035890841	6.78574529717	5.86895323025	6.49622432468	5.88413230987	6.50154825467	7.32271245094
Rgma	7.80638364551	8.31893649639	7.84555805618	7.69944918278	7.89291017326	7.84519742024	7.58893772687	7.05378769928	7.65723005634	6.67338154025	8.29930155461	8.12345580569
Syngr3	7.23769542223	6.21701352922	6.57452001996	6.60010738554	6.63521724889	6.87929096514	7.23684274606	6.2531062469	6.02638378011	6.17279393804	6.57040211213	6.62503737969
Adap1	5.79399005337	5.42950525665	5.79978720942	5.70107282278	5.80289285612	5.34191195033	5.93303347694	5.75071558865	5.41610505879	5.4705761239	5.4963539372	5.45623931561
Caly	7.2571503738	7.19756071475	7.19341937992	7.30313295765	7.14136971452	7.10361955652	7.54243262145	7.11121503013	7.30421846927	7.14085848839	7.3951077494	7.03660591561
Fxyd7	6.67093531709	6.85716904848	6.77832618001	6.8776844277	6.64842720295	6.74971633614	6.85423190953	6.95942128137	6.81443691019	7.20468854215	7.00718434315	6.5769616821
Thy1	7.20816498717	6.8904614408	6.19524707357	7.26021439997	6.85114715725	6.81782263252	7.59348968232	7.2737458995	6.95354153462	7.01712646639	7.40632159721	7.62155522218
Nebl	6.32779459437	6.10754015655	5.47939512591	5.96859709419	5.56500133654	5.82194248586	7.72089304006	5.89357995883	6.50998091265	5.67056268252	6.38610580735	6.04416353118
Cobl	5.11581483731	5.41851548444	5.06496378691	6.21518528751	5.08205381563	6.9773340601	6.4743200413	7.4085002793	5.11342324579	6.18331938642	5.41759371573	7.42260304645
Hopx	5.4330644696	5.64268245492	5.36071387167	5.86863586286	5.53984032828	5.45080791695	5.79947114668	5.81603838355	5.68484310528	5.63958668663	5.80737604179	5.74782154257
Ctsh	6.49672540309	6.04095757231	6.28715728037	6.13055292908	6.62735626295	6.83022720795	6.73485450389	6.35661756625	5.86599278974	6.07905338369	6.09185477504	6.96630935622
Lrrn2	6.79503919109	6.79724902925	6.06993559508	6.56665334346	6.21273314626	7.0129164079	6.69012315323	7.07334913045	7.00134077917	6.62645256555	6.7652823608	6.77688407982
Car2	5.98782005069	7.04690266953	5.28786800836	7.14387380262	7.01500234377	6.10656429938	6.59301354604	7.66295778488	6.82470007487	7.91739309242	6.9372052988	6.50797061731
Necab2	6.28587198743	6.03222971863	5.68151336376	5.83660651814	5.85421790243	7.25486204624	5.69744246266	6.67872395363	5.79147293886	5.42667467994	5.80457423837	7.35432043735
Apoe	7.29134421929	7.23238847983	7.02846600189	7.10822332086	7.06460141511	7.2448299169	7.4971964987	7.33782632785	7.39793795685	7.00996253307	7.46641800899	7.36638693986
Pcp4	6.30238134526	7.87467146775	7.08322449086	8.01898244635	6.45662406746	7.53745440852	6.99893780868	6.79616423673	7.54132592517	7.69220322931	7.36243115716	7.07340956647
Paqr6	6.07712182014	6.33678971404	6.4477358613	6.40747572238	6.09168342658	6.60403176095	6.67613792128	6.17585758392	6.27539804694	6.31377491415	6.34708810626	6.59005750537
Fam107a	7.57945978811	8.74427772774	7.54498844462	8.49030318197	7.69749827369	7.88998312381	8.771735064	8.45190655883	8.96618378404	8.44240423649	8.85680688015	8.15989853786
Grm3	5.95494491617	5.60175548215	5.09618449003	5.68353511384	5.32307068003	4.96052284405	5.67122959451	5.47716045053	5.68231783916	5.72609046784	5.68832217998	5.14170352602
Ednrb	6.87326511626	6.26425331738	6.64993612291	6.44818194559	6.890194173	6.2080959039	7.48811954447	6.66941094145	6.5089257689	6.34144575133	6.46883004765	6.5379576921
Synm	6.04523356631	6.31464568552	5.85657382733	6.49208090008	6.05629526178	6.02510330138	6.6657526704	6.972453409	6.3906127328	6.29807681093	6.37885664594	6.27950379378
Fgf17	5.985276733	5.89139242873	5.95296379992	6.12676231005	5.73640701806	5.84881236038	6.11260694009	6.03387026547	5.78318933317	6.36360848655	5.87002244341	5.70046423692
Mlxipl	4.7510788976	4.81134403584	5.02404820288	4.90277921762	5.11780734118	5.07182887805	5.50205778985	5.01002942528	4.81937392108	4.81618002016	4.89031658429	4.8753129538
Acbd7	6.59047408337	6.43408859105	6.38188641428	6.182624099	6.70151014886	6.52470127405	6.499249462	6.18108325568	6.69216580007	6.1791913434	6.56454657604	6.55044613933
Snrpn	5.51020080186	5.78459876135	4.71968555542	5.52623447281	5.02006332935	5.06420297252	5.50486209566	5.58218334038	5.70465525019	6.10713470201	6.17169652674	5.31687937663
Tns3	6.716950247	6.08820006092	6.11829182346	6.11714891008	6.56176897472	6.29360459505	6.90111854417	6.4564110029	5.97967925699	6.07486220242	6.19113025461	6.3498427939
Kazn	6.72976747549	5.76723029619	5.82734946942	5.81963327216	5.91702716458	7.45557863776	7.10323851879	5.8034156158	5.73295402004	5.5394038023	5.84363578583	7.4918012902
Acss1	6.29526253746	5.94793678833	5.87974201058	6.17696402724	6.13317049789	6.9010854811	6.97531958036	6.47414364093	5.97642923103	5.8429143883	5.96898257992	6.34475185022
Lcat	6.65214415683	6.73105164091	8.63520376916	6.52361193432	7.25250183228	6.85766845743	7.70538238749	7.02673403757	6.92953210612	6.32006175397	6.84398061226	7.06080386678
Syce1	5.02113621657	5.34038547947	5.78814362418	5.13879521859	5.11756632994	5.15509109195	5.52251975336	5.06674759055	5.29765639739	5.06823047521	5.27375409683	5.01323369063
Nov	6.28842552049	6.65680758473	6.16788750141	7.3959517977	6.28729082769	6.86491782976	6.45641201551	6.76164295035	6.71583107445	7.19831124364	7.59577293099	6.78955269139
Mmp17	6.30960844474	5.75046986134	6.51089570779	5.21313529646	6.19186182385	5.71986188652	6.18831712877	5.47429874815	5.53805275728	5.25108867888	5.67648719514	5.37321652624
Npy	5.76846607911	5.44333920639	5.43415726475	5.50788349959	5.54422532394	5.568704499	5.55158571021	5.5611991737	5.52376551275	5.48421458836	5.79582102874	5.44607661284
Pfkp	7.58921123349	7.06758240708	7.61975759305	6.96647566924	8.08203215017	7.6927458909	8.20526227649	7.6942900032	6.77172395806	7.27017493857	7.62237806237	7.51194653351
Abat	8.04736166594	7.41831027892	8.13048650122	7.28187375524	7.95160102288	7.44472294681	8.5616590146	6.69047738995	7.11569781049	6.66743186154	7.62668861343	7.17540370841
Pon2	8.92309217923	7.80110186096	8.50120961896	8.02582055	8.90220004362	8.83597832714	8.71663674562	8.0044691746	7.8835553274	7.67657699316	8.06505332603	9.02120609949
Sorbs3	6.1756414386	5.72299063779	6.2383302547	5.63497244465	6.30117849025	6.09468192238	6.31697379951	5.73477567905	5.58415476246	5.63212487876	5.76812859843	5.97580696978
Pla2g16	6.3091419046	5.31670371733	6.01221924566	5.10385694443	5.94170490226	5.86392209748	6.52462717483	5.16455429553	5.26160285354	5.27158032748	5.36511904091	6.09249514302
S100a13	6.80360065934	6.08454138331	6.23471047158	6.30179182757	6.49394184957	7.51341660281	6.72359251834	6.75663459633	6.04594345648	6.04628346052	6.09510722267	7.52917089004
Cbr3	5.560225824	5.65364896884	5.85850573412	5.51958634232	5.75810748948	5.59842613329	5.69468782783	5.50737418915	5.72043223912	5.45221871439	5.69266313078	5.61176664967
Sgcg	4.02872340406	4.01608689644	4.56553943303	4.03555741505	4.33894759437	3.9183217661	4.10162809206	4.22494773167	4.03709488623	4.04385453303	4.02423786697	3.9927726248
C1ql4	4.56185320143	4.56429520892	4.72753873436	4.50125774689	4.68713353432	5.12699885167	4.57995081966	4.56987089807	4.76490210858	4.41215598461	4.63257664357	4.9677476001
Muc1	5.82827820697	5.71030021176	6.08264205389	5.82347424076	6.06752371582	6.29855110738	5.80586082991	6.02819079735	5.82781875175	5.70807208601	5.94043997427	6.36909070976
Sall4	5.25745553317	4.9841924485	5.19279985209	4.8935500267	5.26348262062	5.74037763629	4.88316811406	5.24992039755	4.90823333003	4.89827166343	4.96166590021	5.94432838263
Tbx2	6.35322367134	6.44867802914	6.64662096462	6.39356861703	6.46675380042	6.8370314229	6.45470565419	6.48731310002	6.6504714083	6.62606640478	6.45649511864	6.91414875818
Fgf15	5.53386847211	4.46933838121	4.52484046145	4.47063034397	4.66328921589	4.62376602024	4.60396338234	4.50530877927	4.44972109409	4.5853576504	4.45792504858	4.44057235345
Fgfr2	6.59708530494	5.74151408942	7.4957134683	5.62009356222	6.71381617548	8.066096694	7.06048286013	6.7390946185	5.94039577015	5.44760455728	6.18444366189	8.08748004031
Sema3b	5.60561049114	5.76495671512	6.44705102139	5.86540023203	5.94530620738	7.0296919499	5.87400977419	5.7638240414	5.78501105389	5.74044163797	5.91208801511	6.87419232063
Adgra2	7.29094882374	6.21292460338	6.88805581462	6.27513816465	7.18158932255	7.1276341969	7.31477267617	6.7792558913	6.11824828577	6.46714107209	6.48625432223	7.4978411388
Ifitm3	8.9530472798	8.36706355448	8.48624223366	8.11071990668	8.91835745134	8.5776589279	9.10350618634	8.62793869762	8.31423756696	8.13272591594	8.79861664713	8.37491995092
Rarg	5.185344637	5.14539181446	5.62836544387	5.11029158659	5.42096533005	5.696766379	5.47299704832	5.42637120312	4.97446708768	5.33972645476	5.15893735002	5.72992880818
Parp14	6.90827064077	5.79855324046	6.49487294547	5.76785239946	7.14048769223	7.11001265852	6.85098500066	5.92218393177	5.63623600257	5.50228052801	5.94371280221	6.76708055855
Col15a1	6.72536993694	5.24385745675	5.99207524783	5.37092349789	6.05255666365	6.17489614714	6.56059446711	5.5111649526	5.22547379261	5.38087985307	5.49904701672	6.38332820569
Adamts10	7.35360800454	7.7457742428	6.77284306707	6.97610382314	6.94072085969	7.27680292133	7.29270071547	7.66918554997	7.20282427854	7.637943433	7.51743627076	7.7252211349
S100a4	4.39645048417	4.33981552834	4.35048600572	4.361028672	4.42558167632	4.85235972857	4.43379316253	4.59221592102	4.34104173305	4.44452936403	4.38864179665	4.67058541069
Ifitm2	7.19971871483	7.02947192476	6.88117269503	6.69131925876	7.32119045737	6.9453032661	7.42280770757	7.16623282477	7.05698633322	6.81197045369	7.42500583062	6.97828393529
Shc1	7.41264869634	6.57143785254	7.39571147503	6.90725194681	7.61278714817	7.95285519186	7.46841175257	7.10426260285	6.49630578429	6.83712569734	6.61688605743	8.1470847959
Marveld1	7.04660951009	6.18225782978	7.06330931788	6.60666477349	7.07999239305	7.89261160148	6.85822346591	7.11074747403	6.0889582569	6.42662389939	6.42849198419	7.80887837518
Fabp4	4.25040360797	3.67367418139	3.72322107624	3.73281410916	3.88206528777	3.58371316381	3.92916807611	4.1396150242	3.61970989478	3.89614237069	3.93806989752	3.62019019147
Agpat2	5.55831489651	5.96900783137	5.61456876964	6.05879197259	5.60382260703	6.28024321043	5.63993692923	6.280470115	5.59280826672	6.31659790403	5.77759913598	6.44879826943
Zfp467	5.8208349606	5.99780272229	5.71262486676	5.93346214949	5.73840557291	5.86684091633	5.98341709023	6.34064230697	5.83178829952	6.11263770785	6.0009043943	5.75294548463
Id3	6.16941543086	6.10437093601	5.9184854293	6.06130171014	6.33738594286	6.5508043831	6.35664362368	6.8539200692	6.05764588042	6.26184373139	6.20013440277	6.31597551169
Egfl7	5.92582480669	5.85620369018	5.88231743733	5.8740847797	5.94549559258	5.83578452243	5.91950383757	6.074857386	5.85014024938	5.96461522079	5.85095874236	5.82980977645
Isg15	5.0335929712	5.00472351472	5.06852706713	5.12031770668	5.02595884943	5.12662290833	5.03040118745	5.0644817799	5.07914530898	5.06429550975	5.08800443396	5.06996390967
Sulf2	8.41113365246	8.53208514122	7.47504106103	7.62673535138	8.14573329012	9.129857888	7.95380780174	8.14170249392	7.33358078553	7.4344890499	7.89990729101	8.57512107394
Gamt	7.09315483809	6.39725061892	7.01610188466	6.8701611767	7.15979639158	6.80021703105	7.08580530491	7.49217013175	6.22010083745	6.62787996191	6.42757625734	6.98495067137
Alcam	6.96061306277	6.46905456187	6.2245001038	7.13357560754	7.11720913551	7.95803471819	7.66029630889	7.80527284462	6.13855176306	7.16319779069	6.47306460804	9.95856219069
Col9a1	5.82979058383	5.61612046838	5.50218279263	5.32314080476	5.49020146386	5.05378062843	5.60761836062	5.2569232672	5.52660053039	5.33809995673	5.18966003224	5.03450015449
Ctgf	8.89991539091	8.29984282869	8.31237201418	8.08219966203	9.00561245588	7.8885674169	9.09267224053	8.62388783495	8.18252413538	8.49431344766	8.48817934021	7.9147064372
Cyr61	6.74244760194	6.48941844757	6.49129315758	6.05989482659	7.39202368423	5.949070495	7.29206372689	6.82056465198	6.2398383478	6.56077287048	6.50253047534	6.2172102778
Col26a1	6.43595844951	6.63692947165	6.14538831272	6.11995057678	5.99849187932	6.23933415433	6.3031723634	6.14647089595	6.23370033032	6.24816596951	6.4380894245	6.25938713945
Dlk1	5.55599310517	5.99059475518	5.62745936067	6.27837410543	5.68520755649	5.86615501067	5.78407867819	6.82133800103	6.11718468587	5.60082519636	5.8663254513	5.50001965567
