Gene_ID/FPKM	1NSC-wt	2NSC-het	3NSC-ko	4NSC-ko	5NSC-wt
Uqcrfs1	182.694	202.142	180.568	207.591	201.42
Rnf185	11.6306	12.0072	11.9414	12.2036	10.765
Cmtm4	15.7312	17.2558	20.0101	16.5281	19.7445
Tnrc18	15.2243	18.2836	18.7546	17.9066	15.5184
Ciart	3.71321	3.30838	3.09922	2.49338	2.90316
Gm13889	14.725	23.4644	21.413	14.9357	17.7373
Mfsd1	51.1183	45.2031	48.1311	51.2143	44.857
Zfp707	3.09862	3.19346	3.11868	3.24159	2.93683
Vmn2r29	0.91057	1.15582	0.846567	0.671698	0.497491
Rcn1	65.1368	59.9717	59.1829	62.6942	59.6965
Hp1bp3	48.0157	49.3539	50.1537	48.3887	47.7286
Esrra	21.7747	30.6946	26.2752	29.5343	26.57
Nfatc1	7.41047	7.58769	7.79664	8.01184	7.9225
Iqgap2	20.6139	18.5114	19.969	20.5031	19.6724
Zfp623	6.7042	6.3958	6.24377	6.69494	6.39905
Cars	30.4923	30.0513	30.9133	31.4446	35.4265
Wdr26	34.2016	34.0947	35.3841	34.0594	32.2773
Vps37b	28.5324	32.0353	35.2908	28.5444	28.0055
Ncoa1	9.50674	10.7021	11.0327	10.9738	11.0251
AI597479	9.99191	8.91097	9.48513	8.96613	8.30594
Lrrc41	26.7194	25.266	27.8183	25.8925	25.275
Zfp61	5.61982	5.14222	5.08718	5.46709	5.72332
Ksr1	2.6576	2.4669	3.28267	2.85264	3.76897
Nfix	48.4332	50.5547	53.6996	55.0927	50.5717
Gmfb	66.5592	50.3062	61.5348	54.7259	51.9418
Prrt2	1.56424	1.26705	1.35071	1.57558	1.52261
Dera	7.38794	6.96092	6.96561	6.96271	7.04143
Tjap1	13.8177	14.7407	14.3037	14.7891	15.6281
Tmem80	14.1042	13.448	14.9413	15.5322	18.1927
Otud6b	25.9351	20.3872	24.571	22.6444	21.2696
Focad	6.43384	6.29263	7.19563	6.26246	6.3435
Nsmaf	13.1719	11.3975	12.0423	11.6655	11.9528
Zfp964	0.7472	0.929435	1.14776	0.661516	0.930041
Pgs1	25.7765	29.6156	27.703	32.8868	29.2006
Grasp	2.93962	3.04258	2.95129	2.42754	1.96878
Dusp4	46.3284	60.3887	62.7601	48.5096	43.9898
Stau1	27.6807	26.588	28.367	27.6095	26.712
Gm1821	455.3578	428.6853	409.3537	518.9547	472.1492
Caap1	5.46666	4.77611	4.55232	4.57129	4.22636
0610040J01Rik	1.50959	2.86475	3.2631	1.56823	2.02495
Fam175b	13.4486	10.7609	13.0248	12.0085	12.1473
Supt6	23.423	26.2096	29.1184	26.9891	26.8024
Usp24	18.6483	19.7513	26.0567	19.8889	21.0451
Dctn6	52.3764	53.9147	51.9349	53.0602	50.6729
Ncs1	13.7169	18.4989	18.0911	13.9607	15.3132
Cuedc2	46.192	52.872	47.5801	54.6086	48.4259
Alg11	7.14976	6.31144	6.69113	6.37337	6.16463
Pacrgl	5.45146	5.48156	5.99064	4.99629	4.86107
Jak2	15.1275	13.3444	15.6594	13.0395	14.9651
Fbxo34	11.2846	12.1654	12.4808	11.9483	11.0736
Gpr180	11.1569	10.8402	11.0142	12.2893	11.7173
Use1	46.0218	52.2247	47.3309	49.7057	43.7729
Arhgef11	8.79603	9.99155	10.1249	10.1764	9.73904
Nudt2	34.0752	34.4084	35.8342	36.4018	44.2096
Wwp2	8.90837	8.8215	10.0676	10.2062	9.62236
Suclg1	119.816	113.715	113.048	118.935	113.923
Gpr98	0.646569	0.917746	0.7894	1.09858	1.00769
Pcdhga6	6.04422	6.79623	7.75942	7.63721	8.01862
Amt	33.4193	30.1022	31.6146	32.0731	28.1652
Rnf214	10.1662	9.86867	10.8889	10.8384	10.3871
Gm13375	8.84367	8.992	8.46119	8.85108	7.42326
Klhl21	12.0516	12.3508	10.3299	14.3259	11.21
E130012A19Rik	2.49858	3.25499	3.36031	2.56924	3.54336
Tmem185b	7.69829	7.86693	7.95916	7.89748	7.5477
Slc37a3	16.3493	15.6774	15.3763	16.0138	13.9917
Hsp90b1	472.102	418.038	394.428	427.22	417.628
Maf1	34.2317	33.5788	34.4275	32.6234	33.3644
Cdh22	22.7678	28.0249	22.3306	30.0301	31.4598
Mtif3	3.35474	3.5242	3.34528	3.33707	3.47098
Hilpda	13.9711	9.92954	7.32205	10.4988	12.3568
Lrch3	10.0236	9.40787	11.2344	10.0176	9.98688
Plekhf2	7.64463	6.45679	6.96921	6.56708	5.67569
Rfxank	8.20195	7.41922	7.77859	7.84124	8.46025
Tbk1	11.8509	11.6396	12.4145	12.0369	10.7503
Zfp954	4.01087	3.42495	3.67568	3.49842	3.71
Bpnt1	37.3962	33.4722	35.2059	38.707	35.7872
Pnrc2	62.2803	59.3134	60.5274	61.54	54.6738
Srprb	35.5234	35.8452	39.2669	40.5767	38.6305
Nrxn1	24.8577	32.3664	35.4952	29.3798	31.585
Zyg11b	9.90046	8.80842	9.92243	8.82594	8.2951
Rufy3	17.7699	18.1749	19.0417	17.437	18.5507
Scd1	181.267	112.466	158.604	149.331	134.283
Gpbp1l1	8.18796	7.83034	8.04809	8.30794	7.707
Atg5	17.3865	17.4395	18.3785	17.1739	17.5942
Dennd5a	83.2868	81.3683	99.931	85.6313	98.7606
Ubr2	9.93045	11.5485	12.551	10.9033	12.004
Wdr60	3.56975	4.12763	3.76873	3.77084	3.3477
Nudt19	31.9034	33.8105	31.9328	33.848	36.9143
Ttpal	8.47523	8.82157	9.59884	9.56157	9.04724
Mafg	20.1463	19.0545	19.651	19.9883	19.3527
Kank4	1.27746	1.59776	1.34982	1.38591	1.87393
Gdpgp1	1.68523	0.953671	1.2948	1.77824	1.42631
Fastk	41.7905	43.0329	41.4786	46.3011	45.4006
Psenen	31.4977	35.4835	30.6328	32.624	33.0722
Pcyox1l	16.253	19.3001	17.5243	19.3117	17.5647
Scrn2	8.85256	8.85268	7.4877	8.99407	8.4413
Acot8	5.32103	7.17639	7.0165	6.10564	5.16868
Pex11b	11.1664	11.8128	11.3718	12.464	12.7195
Ube2o	11.1698	13.3748	13.1912	12.5544	12.263
Pyroxd1	7.01855	5.78765	6.46617	6.59902	6.5149
Zfp354c	6.27416	4.84485	6.10917	5.36502	4.72094
Rbm43	6.06697	6.63792	6.49055	5.63989	5.79533
Cecr5	15.9668	16.3618	16.2345	19.2778	19.1904
St7l	4.92543	5.49518	5.66666	5.47849	4.7535
Atrnl1	18.2269	20.8611	19.7647	24.0597	22.3166
Adh5	107.627	107.281	109.283	116.113	123.132
Mrs2	16.5446	16.3984	18.8271	16.0191	16.1359
Tmem245	4.60154	3.77041	6.03127	4.34072	6.01577
Zdhhc18	14.3077	16.2309	16.1605	15.888	17.107
Prune	10.3199	10.0378	10.6188	9.51665	10.2222
Zfp420	1.76251	1.36502	1.72227	1.26439	1.51115
Lzic	27.9407	31.6485	29.1571	33.648	29.55
Aard	18.3995	21.4487	17.7657	21.9441	15.8754
Mysm1	3.71534	2.96928	3.75778	3.17812	3.41913
Ino80b	13.69	16.7476	14.8272	12.2054	12.1897
Rnf146	15.3174	14.9606	15.8288	15.4083	15.3059
1700086L19Rik	5.12956	5.31635	6.81978	4.35183	4.19306
Gmppb	11.695	13.1058	12.2035	14.3179	14.4704
Lypla2	59.094	73.0789	60.2131	64.3594	67.9615
Slc27a1	35.4502	41.9899	42.2345	39.1045	37.8318
Supt5	39.9151	39.3433	42.1648	43.7733	40.6523
Tmcc3	9.68709	8.98645	11.4878	9.36495	10.1639
Bves	2.4043	2.87752	2.60251	3.44262	3.17157
Gnl3l	20.197	19.6582	20.9075	20.6927	20.4668
Rhog	31.8306	36.7603	35.036	34.7984	33.5418
Ccdc6	16.447	16.0714	18.4142	17.2763	18.1612
Zfp444	4.04449	4.88932	4.12117	4.54568	3.79905
Hprt	53.7691	43.9906	43.9682	43.2964	39.6299
Arf5	108.713	138.351	128.531	119.234	122.001
Ndufs7	124.443	129.491	111.847	136.741	123.053
Cacul1	17.8361	14.1837	16.6357	16.1405	16.1853
Pdhx	26.2864	27.4758	27.1947	28.5417	26.8408
Siah1a	12.6083	13.5459	13.9027	12.0986	12.8853
Akr7a5	21.375	27.7144	23.4946	25.3054	23.011
Tm9sf3	67.8029	53.9492	64.6527	60.0177	57.9945
Pmp22	41.3255	40.3703	43.6999	36.7735	35.6587
Vezt	8.80733	7.47524	8.72711	7.65528	8.58518
Fbln7	0.993518	1.23817	1.07232	1.18513	1.43726
Bola3	68.4545	72.7504	65.6927	67.9978	63.9531
Pi4kb	14.5538	15.9979	16.1035	16.8561	15.3138
Arcn1	74.8349	67.9387	75.5733	71.2842	66.0495
Timm8b	137.292	143.691	135.016	151.191	150.519
Taz	15.9589	15.879	15.8998	15.9779	16.4413
Vdac1	307.147	276.951	277.97	297.466	296.454
Acadl	123.63	119.907	126.877	135.139	137.419
Hspa5	390.873	396.903	345.831	375.372	395.492
Ubxn8	7.94991	8.71351	8.61324	9.58326	8.26692
Tomm20	27.5214	27.5316	27.2418	26.9988	22.8669
Clgn	1.868	1.61379	1.75827	1.85121	1.32442
Rmdn3	13.3427	14.6987	13.6456	12.4466	13.0142
Wdr54	5.46501	4.71004	3.66738	4.84274	4.44506
Gpatch2l	6.27018	6.46328	6.73808	6.61514	5.5407
Ccdc176	1.1152	0.966131	0.948598	0.677644	1.02713
Ltbr	41.7056	52.6456	43.0495	49.605	43.2835
D430042O09Rik	3.07134	3.17494	3.73198	3.18237	3.48542
Pcdhb8	0.660549	0.845164	1.14097	0.759749	0.814844
Khdrbs2	0.386316	1.4456	1.16229	0.548515	0.471478
Txndc5	92.2644	91.4077	95.1751	96.5577	100.2
Ndufa9	109.622	120.68	114.768	117.941	124.679
Znf41-ps	1.39175	0.397266	0.420406	1.11627	0.406733
Brinp3	7.37482	6.74899	9.47831	6.69512	8.9544
Nupr1l	0.678085	2.10502	0.798125	1.12217	0.51603
Galnt10	28.1592	40.0787	36.4675	38.7748	32.596
Lcmt2	2.87515	3.55037	3.54339	3.55882	3.55651
Zxdb	1.97869	1.79191	1.94237	1.80607	1.70234
9930104L06Rik	3.36115	3.64234	2.90649	4.10516	3.60442
Ift52	15.6551	14.1874	14.2284	14.823	15.3423
Pknox2	9.70592	8.56985	10.9602	9.83456	8.86501
Fam65a	15.6073	15.0574	17.0307	17.3239	15.3183
Arl6	21.1999	18.5672	18.5778	20.2865	19.0353
Zscan18	1.12787	0.96819	0.955907	0.890484	0.857848
Kdm4b	9.63575	11.3266	11.2687	9.73584	9.48828
A830010M20Rik	1.863	1.31124	1.7177	1.49774	1.59444
Fgfr1op2	21.4064	20.0241	19.932	20.5054	19.179
Fbxo3	32.2209	28.0271	31.7285	32.1759	32.4179
Glrx3	18.1382	25.0874	22.244	23.4836	23.0385
Sepn1	22.1571	25.072	24.7413	24.1163	24.9361
Hes1	18.0166	13.4347	15.1259	14.0022	12.4871
Rrbp1	77.8355	93.1939	91.1527	96.8553	88.9339
2810474O19Rik	2.70205	2.07098	2.27792	2.43849	2.16854
Zfp652	11.053	8.56891	11.8644	10.9119	11.542
Gm6194	1.10505	1.31199	1.71256	1.55107	1.59394
A230056P14Rik	2.09315	1.54894	1.96703	1.61856	1.8525
Fig4	12.1508	11.0439	12.1539	12.9634	13.0277
Fbxo21	17.7443	16.6066	18.2024	18.3342	18.9301
Fkrp	12.7516	14.888	15.1531	14.6326	12.7061
Slc25a17	39.0219	35.285	38.4236	37.4423	32.9296
Tmem8b	5.34632	6.51118	5.67513	6.02236	5.67288
Pcyt1b	5.47452	7.20881	7.22801	6.927	5.72469
Timm10b	25.7755	28.5346	25.4095	28.9795	30.1134
Zmym5	3.60461	3.03258	3.28103	3.62125	3.17591
Fam195a	30.7121	33.5963	31.8199	32.891	33.4446
Hdac8	10.5846	11.3937	10.5778	13.2221	12.6208
Tspan31	87.2057	85.7549	86.5955	97.6481	87.38
Slc25a16	10.3894	8.08004	9.40197	8.67121	8.42454
Rheb	70.3468	68.9884	69.4424	62.0033	64.4828
Odf2l	9.69829	8.04259	8.13225	8.10508	8.40064
C030039L03Rik	0.924148	0.980064	0.92463	0.988153	1.00665
Ptprs	51.7179	56.799	59.1592	60.3307	61.681
Vta1	68.9791	73.0495	68.4692	73.7482	69.6823
Mir8112	0	50.454	8.06298	19.6033	0
Uchl4	13.3349	13.2044	12.5527	12.8288	12.0572
Slc25a25	33.8527	40.6743	40.2804	46.692	59.5037
Npl	14.6229	22.1129	16.8226	21.8613	24.3794
Ahcyl2	26.5183	27.6526	30.2622	27.3275	26.8993
Dennd1b	2.68349	2.0535	2.25604	2.47433	2.16747
Pfkfb1	1.03712	0.83214	0.727929	1.08319	0.655885
Copg2	23.173	20.929	23.3836	22.117	25.7315
Glo1	48.7875	49.8353	49.4797	51.5658	51.208
Dnpep	41.1475	44.5843	39.4105	43.4042	43.6913
Slc15a4	9.03249	8.71455	9.14237	9.41216	9.34582
Elmo1	7.8561	8.65585	10.5303	7.46201	8.32407
Zbtb6	3.64925	2.87844	3.22458	2.78373	2.89748
Pex7	17.2035	18.4352	16.3018	17.4973	17.0096
Specc1l	13.3873	13.6973	15.3317	14.6437	14.2396
Mcur1	15.0274	15.0435	15.7904	15.7356	14.5703
Sepp1	193.924	202.751	237.493	188.526	163.023
Pcgf5	12.2557	8.28534	10.9809	10.8158	11.4824
Mtmr3	17.6874	18.5638	20.0291	19.0883	17.7298
Entpd4	14.13419	12.69267	14.38259	13.63891	14.80888
AU040320	26.911	32.494	32.2693	30.9346	33.1853
Zfp952	3.45211	3.57693	3.83255	4.07202	3.4904
Ywhab	151.598	140.771	153.321	147.76	145.93
Wdsub1	6.66699	5.72201	5.81264	6.26546	5.17659
Hook3	7.61775	7.62484	9.10859	7.31067	7.99623
Ralgapa2	6.11406	6.98547	7.19234	7.27537	7.12916
Cnih1	93.5547	76.7127	81.2042	85.1724	81.546
Tnks2	44.041	40.5367	43.5226	43.2227	39.1841
Herc6	2.58082	2.2751	2.43045	2.64326	1.99182
Rtp4	0.893861	2.22179	1.06152	2.08221	0.616305
Kcne1l	11.6914	18.9484	17.7683	12.8153	8.96471
Zcchc17	28.7461	33.5388	31.9489	32.5471	31.9052
AI462493	25.8807	29.5927	25.7372	27.6161	26.9612
Klhl9	28.032	18.243	22.7071	20.5704	22.6107
Wbp2	126.09	120.887	123.934	125.558	115.623
Smim15	36.8528	34.5046	35.9458	33.9025	31.4458
AW549877	18.2868	14.2378	17.4983	16.8799	14.1178
Hdhd3	11.5269	16.6205	13.7517	15.1846	8.77336
Cntf	1.7133	2.65918	2.12497	2.45277	1.94052
Sorbs2	7.72926	6.25563	6.45948	7.26494	4.55489
Ifnar1	14.8996	16.0094	16.5654	16.013	16.2971
Ccnt2	8.86914	7.79672	9.40575	8.31551	8.22437
2810008D09Rik	8.54774	7.97425	9.02848	10.214	10.6409
Dnajb5	16.527	16.3833	14.6539	19.0667	16.1561
9030617O03Rik	20.6447	24.6728	21.9841	26.9389	23.3428
Slc25a44	16.2348	14.8762	17.5626	15.773	14.6325
Zfp958	4.59978	3.43502	3.82937	3.63329	3.64576
Brat1	8.58132	9.61748	9.49242	9.51327	8.94971
Nkiras2	21.3447	25.3254	23.8169	24.932	25.594
Atp5f1	147.568	149.732	146.244	149.735	140.291
Uqcrc1	223.039	251.562	230.623	259.712	240.91
Arap2	20.6124	23.9649	22.7142	26.1507	24.5851
Atxn10	139.338	129.218	140.494	138.912	132.148
Aplp2	217.928	275.95	265.134	244.499	213.19
Grip1	10.1811	9.99665	10.7064	12.559	11.5221
Gm1943	6.06892	6.68614	5.38432	7.78968	6.73007
1110006O24Rik	2.4176	1.4557	1.72774	2.59983	2.22678
Ptdss2	28.6254	28.0127	26.9342	31.6815	29.3754
Slc8a3	1.7811	1.67712	2.26584	1.16902	1.57691
Sec24c	36.414	32.2991	37.8003	38.4872	40.1133
Zfp365	20.1608	32.0629	28.8644	27.7244	35.6632
Agrn	42.8406	54.9239	64.1739	56.4019	68.991
Irf2	10.4236	9.75883	9.75189	11.3648	9.58116
Qdpr	77.9659	83.1414	80.5016	72.8181	79.8814
Tctn2	6.3501	8.48783	6.91945	8.58392	7.19247
Nf1	6.3129	7.56638	9.11891	7.08553	7.6199
Zfp771	15.5996	17.8345	18.6381	15.3614	14.6537
Mgat2	29.8509	30.7588	31.4138	27.3214	25.5113
Paip2b	20.7351	19.4187	20.7992	19.3375	19.6748
Golt1b	21.752	19.1432	20.8625	21.3999	20.7691
Eci2	61.2658	66.8304	65.9083	68.2535	65.2073
Mocs3	5.01239	6.04871	5.51959	5.27673	5.26573
Dgat1	14.2447	15.9389	15.6205	17.0032	16.4499
Ift81	6.95727	8.68195	7.62645	7.509	6.2522
Phkb	19.2158	17.9274	18.9538	18.7279	19.8691
Irs1	5.08977	5.50059	6.0392	6.13899	6.78932
Mfap1b	15.9713	16.2247	16.8157	17.6321	16.0376
Slc9a1	11.5001	10.0663	11.3915	12.3157	10.6586
Ift57	14.3659	13.7823	13.7402	14.4752	13.3078
Bend7	1.42612	1.31626	1.48346	1.32894	1.60542
Srebf1	55.6441	62.275	61.7866	75.3218	61.0021
Adar	7.47253	8.48422	8.98057	8.9655	8.60383
Pidd1	4.99795	5.83458	5.59336	6.44455	6.12122
Hdlbp	64.9794	64.135	67.8338	69.5912	66.9423
Cndp2	38.4115	41.5714	43.3194	42.0946	42.2004
Ric8	20.0497	20.4127	20.2955	20.9798	21.2715
Ncoa2	7.12399	7.19747	8.60841	7.84034	7.0367
Ndst1	27.0391	30.938	34.4468	32.2298	29.9309
Sesn1	13.9743	13.2638	13.3636	12.2584	10.8384
Arhgef9	19.9591	20.0405	23.7635	20.1724	18.7817
Cltc	97.0272	107.521	125.565	109.887	116.333
Vps45	12.3404	11.4327	12.0635	11.6841	11.251
Gm6623	1.66686	1.77268	1.9595	1.67598	1.61867
1810043G02Rik	8.76274	8.28331	8.28878	8.9552	7.9976
Ndufs6	57.5881	82.1435	69.9875	78.0108	72.2786
Tbck	4.05769	4.09232	5.10394	3.71328	4.06919
Mon1b	7.14463	7.12429	7.91213	7.61056	7.03533
Hist1h2ad	0.879375	1.26025	1.20675	0.864363	0.569131
Mfsd3	1.86347	2.15425	2.23094	2.18159	2.29293
Rbl2	9.79257	8.70186	9.99047	9.17431	8.80328
Slc25a37	5.80905	4.39569	5.77454	5.99394	6.46143
Engase	1.56133	1.69132	1.73439	1.74558	1.73982
Flywch2	0.629834	1.19305	1.16343	0.819022	0.621053
Ogfod1	7.68658	6.97067	8.13676	6.85472	6.9179
Atp6v0e2	100.684	96.4327	109.555	106.005	119.77
Rbms2	8.84632	8.07811	9.03712	9.21274	9.01947
Fbxw5	25.7418	27.8663	28.724	27.7893	28.9071
Napepld	1.47274	1.15046	1.48941	1.24347	1.34376
Smim13	12.8875	10.9493	12.8526	11.8097	10.8858
Ammecr1l	15.3882	15.0908	16.7635	16.2303	15.5432
Cmas	31.7351	29.8601	31.1882	30.3394	26.6413
Wash	10.9606	11.9937	12.1847	12.9029	11.7985
Cdk14	19.106	18.9951	21.221	20.817	18.1982
Cry1	12.3793	11.9249	11.9409	10.8372	11.2003
Ttc5	11.6479	11.8541	12.1959	12.2864	12.4785
Pdcd5	15.7587	23.742	19.8223	18.2851	17.1367
Hscb	12.4088	15.0303	12.2149	12.0198	12.1987
Casd1	7.91627	7.24237	7.38477	6.54375	5.25871
Trip4	9.54702	10.0112	10.0507	9.19069	8.60322
Zfp90	5.18995	5.11343	5.33127	5.31414	5.16827
Dnal4	20.9256	24.2977	22.622	24.756	24.5677
Mok	2.42524	3.16608	2.30154	3.32343	2.77176
Lats1	10.6584	11.134	12.2249	11.4767	10.4087
Ptpn2	22.3439	21.0061	20.7134	20.0772	18.6933
Pomgnt1	38.4804	43.4253	43.3063	43.0371	44.6898
Snx25	14.8072	16.1584	19.0312	16.42	17.6285
Tsg101	25.7315	24.2896	25.3438	23.4163	21.0573
Clec14a	1.57522	1.99828	1.33721	1.84396	1.32903
Zswim7	11.5201	13.8881	13.135	13.09	13.3044
Ube2q1	32.9228	34.6891	35.2445	35.037	29.8456
Sh3gl2	15.8558	16.468	20.968	15.7734	20.9087
Arhgap10	6.75799	4.97769	6.33593	6.04316	6.8336
Rprd1a	20.9072	19.1828	21.7633	20.4103	21.0845
Mrpl10	52.2792	55.4487	52.6125	61.3386	53.2925
Tbc1d14	18.5607	18.0118	20.8512	19.0665	20.0846
Klhl42	7.52525	6.711	7.94568	7.73118	7.08376
Tmem248	15.0044	14.8102	15.9304	15.0188	15.0586
Dguok	9.88634	8.47319	9.57502	10.0134	9.85419
Znf512b	9.00221	9.89537	10.244	10.7809	8.81406
Gbx2	8.51095	8.87135	11.6962	8.51591	9.326
Chd2	7.24434	7.75166	8.58773	7.40958	7.43583
Zfp955a	3.52804	2.8169	3.21976	3.16782	2.97112
Alad	14.4599	23.4403	20.6486	20.1881	13.9028
Col12a1	1.81052	2.63854	2.7037	2.79356	3.76385
Cdc42bpa	13.4371	14.9253	16.893	14.8734	14.506
Zscan26	9.06785	7.8209	8.71885	8.75752	7.67409
Tmsb10	92.4484	106.704	92.9342	88.1138	93.6732
Sox5	8.15039	6.77148	9.44729	8.05062	7.3409
Insr	5.72716	5.47999	7.0953	5.65345	6.83038
Mxra8	51.7673	79.7139	54.7525	64.6591	37.5657
Gbp9	1.4391	2.96819	2.06202	3.05788	2.19507
Tbc1d22b	7.91929	8.65671	9.33024	8.99976	8.75058
Trmt2b	7.28094	5.75904	5.7159	7.02943	6.16914
Glmn	5.91337	4.14102	5.00473	4.77084	4.33549
Zkscan3	19.2537	21.4791	19.1785	22.2382	18.4291
Tbc1d19	12.161	9.98172	12.3008	10.54	10.2784
Ccni	66.8974	56.0594	60.516	56.5407	52.5855
E2f5	22.2877	19.0644	21.5032	18.1412	20.365
Foxj1	7.56765	15.6091	10.3181	14.7769	12.1068
Malsu1	26.3741	31.0336	26.8272	26.5322	26.3583
Kcnd3os	1.01355	1.5774	1.56442	1.3529	1.41956
Nisch	65.4431	74.1684	75.6805	76.6094	73.1102
Slc5a6	2.67723	2.53826	2.75629	3.23379	2.79316
Esco1	4.29697	3.63517	4.5549	4.01563	3.30926
Xpa	9.39635	11.9574	9.70757	11.5517	8.36254
Irf9	3.76886	4.68014	3.72118	5.53771	3.37706
Pcmt1	34.5214	34.4091	35.358	36.4011	34.033
Ptp4a1	11.8881	9.75457	11.5346	10.1979	10.5519
Pcca	23.5217	24.2968	27.1763	26.4026	25.5515
Gypc	6.69989	7.62293	5.73851	7.68436	5.87146
Zkscan6	4.06214	4.10496	4.3098	4.69769	4.01849
Bicd1	1.92217	1.81874	2.23139	1.92143	1.94187
Fam195b	71.0091	94.8571	86.9936	88.4789	82.2061
Aldh18a1	41.6747	43.6836	45.441	43.4179	51.6419
Styx	5.30809	4.20055	4.64212	4.43991	3.80442
Bax	201.205	245.124	204.148	244.153	212.874
Cnpy3	41.0703	43.4579	41.2444	45.2251	45.4727
Cmtm6	24.3404	25.2911	26.6663	26.0232	26.3542
Smap1	50.1836	45.4993	50.2645	45.4367	45.0817
Coro7	4.81976	4.79181	5.00902	4.82636	4.25858
Sec63	24.5366	21.6472	23.1181	24.8501	22.889
Wdr7	9.4014	9.2369	11.509	9.89703	9.33248
Hgs	26.4115	29.6555	30.8543	30.995	27.9156
Fam53b	6.37438	6.43218	7.91714	6.59338	6.05569
1700086O06Rik	1.95695	2.0622	2.71206	2.17673	2.31313
Fam133b	12.6524	12.037	12.6013	12.2348	11.2518
Msi1	19.0593	18.7881	18.7706	21.5445	22.759
2010320M18Rik	14.7952	19.2372	16.3561	17.5819	17.6672
Hmox2	43.3291	36.8887	39.1459	41.321	36.5328
Neurl2	2.29296	3.52209	2.07698	2.63754	2.61841
Rnf111	7.16584	7.25791	8.21752	7.57694	7.29056
Pxdn	16.3761	20.0627	20.1278	18.4143	15.3101
Ggnbp2	27.1745	26.8202	28.9936	27.4561	26.8899
Ndufaf7	13.8005	13.5453	12.9498	14.0345	12.0951
Trim23	5.50323	4.97917	5.41761	5.52985	5.17872
Ufd1l	28.7141	32.4904	34.2629	29.7458	29.5084
Cyb5rl	3.25447	3.28369	3.78968	3.48993	3.76859
Ankib1	18.6555	19.153	21.4592	19.2251	17.6723
Sgtb	4.75741	3.97163	5.01173	3.89297	4.32689
Ciao1	12.8944	11.2871	12.1095	13.0865	12.174
Zfp697	1.79759	2.31259	2.66289	2.13812	1.96954
D7Ertd715e	1.28053	0.98306	1.19747	0.995032	1.09395
Tmed2	128.725	109.936	111.078	122.424	109.449
Zbtb26	1.7029	1.22767	1.76112	1.5397	1.27736
Gemin7	43.1748	45.0921	43.4495	47.7833	46.2793
Cox7b	138.269	157.689	148.592	156.652	153.19
Snx15	12.8319	14.9683	14.3683	13.3551	13.0696
Clcn4-2	24.0251	22.6852	26.1954	25.4134	25.226
Top3b	11.6776	12.2258	12.6744	14.0615	13.0507
Rragc	45.4091	39.4462	43.5388	43.5502	36.0795
Gm2027	1.29158	1.29409	1.50707	1.17145	1.41183
Gas7	13.3609	13.9308	18.282	14.2733	15.4221
Traf3ip1	4.86903	4.31751	3.98132	5.175	4.84509
Skiv2l	16.8072	19.3544	18.9144	21.029	19.8956
Lrrc9	0.964594	1.93994	1.41977	1.42551	1.02609
Nt5m	21.1904	25.7678	26.9755	24.8233	28.0344
Tusc2	16.7063	18.6515	18.4986	19.1425	17.9024
4833439L19Rik	70.9754	69.1574	76.9604	73.3851	73.5884
Fam173b	9.27021	9.68865	9.9329	11.4855	10.4777
Dynlt1b	46.5257	66.9985	47.6622	69.7085	68.4521
Akr1b7	0.285456	0.727372	0.42884	0.341374	0.900021
Orai3	9.85703	11.4741	10.6569	10.2937	9.09288
Bbs1	2.15943	2.78377	2.68308	2.76253	2.59228
Stradb	12.0816	11.3022	11.6869	11.6702	11.3606
Tmem9	52.9219	57.4513	54.4654	58.4212	52.1068
Arnt2	30.9498	29.4212	33.0084	37.1315	31.81
Acss1	15.0509	13.3936	15.3477	13.1974	15.4749
Pycr1	2.22786	3.30496	3.29336	3.41008	3.7972
Xrcc5	21.2953	19.1616	20.2128	21.1949	20.5558
Uqcr10	572.181	677.483	629.974	748.099	726.011
Sec24a	6.22106	6.06692	7.4973	6.85659	7.07373
AI846148	7.53088	8.51601	7.35927	9.20434	7.53012
Ulk1	10.1667	10.5268	11.707	10.556	9.59268
Zfp324	2.59803	2.40619	2.88381	2.64464	2.77427
Ehbp1	8.0981	7.09343	8.53105	7.71049	7.54856
Tnfrsf21	81.2289	93.544	97.8121	100.58	95.7229
Ppapdc3	8.33585	8.3271	8.735	9.5912	8.33022
Micu1	54.8195	52.1003	53.473	58.177	44.1636
2610207O16Rik	1.22747	2.00329	1.61985	1.54057	0.960067
Pbx2	9.04695	9.07749	8.2702	10.2107	9.82539
Stk25	29.4398	32.2642	31.7289	32.763	33.2995
Ndufs2	197.98	288.255	258.774	237.188	228.037
Gga1	23.3387	29.5056	26.5196	29.3633	26.2254
Papss1	63.5374	58.1929	66.7178	60.4893	65.8952
Akap13	3.25722	4.47421	5.41174	4.03929	4.45356
Ppp1r16a	11.4622	14.7181	13.1703	15.29	13.365
3110021N24Rik	1.41515	1.02818	1.32006	1.32941	1.17597
Egfl7	4.41175	4.99695	3.16454	3.83249	3.48123
Sord	26.2615	23.515	28.2031	26.0411	20.2223
Stk17b	13.2817	10.286	12.8686	11.2264	9.74512
Arf1	206.741	207.252	207.912	208.21	194.252
Dnm2	44.3979	49.7995	49.8703	49.9456	44.562
Sdccag8	5.33476	6.19551	5.91127	5.36805	5.09463
Sfxn4	1.42846	1.48152	1.60429	1.37827	1.69464
Cbr4	14.6396	14.0868	13.2384	13.6942	14.4459
